@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute Linearity numeric
@attribute 'Close to Cam' numeric
@attribute 'Close to Other Face' numeric
@attribute Smile {0,1,2}

@data
952,'2017/02/11 13:57:51:760',14,0,83.895981,171.896255,175.131424,0.000002,109.98172,246.731796,550.605713,148.739685,0.000001,99.957245,68.817444,342.313385,174.483154,?,?,1,?
953,'2017/02/11 13:57:51:921',14,0,83.776398,179.610107,175.059509,0.000001,110.685844,232.774704,547.811218,145.851379,0.000001,101.239838,61.747894,342.810181,171.842163,?,?,1,?
954,'2017/02/11 13:57:52:066',14,0,83.772629,186.354813,173.920792,0.000004,110.127556,223.054413,542.40979,142.973755,0,100.558304,56.42572,343.412201,169.543915,?,?,1,?
955,'2017/02/11 13:57:52:211',14,0,84.122879,193.766235,173.45813,0.000007,111.24324,209.009094,537.121704,145.249542,0,98.936684,51.652679,342.550903,170.05368,?,?,1,?
956,'2017/02/11 13:57:52:344',14,0.000001,83.531212,195.218826,172.168732,0.000027,105.381378,203.063461,535.595886,151.313202,0,99.555756,45.793579,342.705109,167.747131,?,?,1,?
957,'2017/02/11 13:57:52:481',14,0.000001,83.525757,193.766327,169.701294,0.000066,105.791412,200.047943,530.822571,152.731552,0,100.253113,41.611084,342.694397,166.336197,?,?,1,?
958,'2017/02/11 13:57:52:616',14,0.000001,84.73983,185.745911,168.410339,0.000108,104.28933,202.656876,523.708496,147.602341,0,99.899483,44.687134,335.755432,165.691956,?,?,1,?
959,'2017/02/11 13:57:52:770',14,0.000001,84.219009,180.082321,166.317062,0.000336,102.496994,206.616837,523.478455,144.296844,0,99.790176,48.24176,331.046906,165.197845,?,?,1,?
960,'2017/02/11 13:57:52:903',14,0.000001,84.660866,174.805832,163.465881,0.001489,101.384048,214.927948,523.860962,137.781052,0.000001,98.674042,53.79715,327.932465,164.366638,?,?,1,?
961,'2017/02/11 13:57:53:084',14,0,85.043724,172.27771,164.273102,0.014541,101.277504,223.358154,529.82312,133.039337,0.000001,98.921486,62.260193,326.074524,164.085648,?,?,1,?
962,'2017/02/11 13:57:53:211',14,0,85.624344,177.091034,165.565704,0.081217,103.636909,230.417633,538.776184,124.47715,0.000001,98.717819,65.955658,332.286652,166.12149,?,?,1,?
963,'2017/02/11 13:57:53:386',14,0,84.770653,180.694183,166.165619,0.375897,103.871094,229.489105,540.774902,119.460442,0.000001,98.625984,64.22406,336.950989,165.050552,?,?,1,?
964,'2017/02/11 13:57:53:521',14,0.000001,84.445122,184.86438,165.793427,0.392377,103.982475,226.686203,541.038452,117.816177,0,97.37632,62.585571,339.474304,163.995529,?,?,1,?
965,'2017/02/11 13:57:53:662',14,0.000001,84.447266,188.905991,164.801666,0.236541,103.9562,218.169235,540.393616,117.556969,0,96.443184,60.944458,339.088531,163.3694,?,?,1,?
966,'2017/02/11 13:57:53:798',14,0.000001,84.861649,191.27095,164.267517,0.357622,103.05455,211.175156,535.06134,118.946381,0,96.386169,59.462524,337.173706,161.839905,?,?,1,?
967,'2017/02/11 13:57:53:959',14,0,85.012764,190.017685,162.86261,0.486601,103.789276,213.756332,537.433838,124.095337,0.000001,96.720009,61.632843,336.333069,160.607544,?,?,1,?
968,'2017/02/11 13:57:54:102',14,0,83.914047,186.680695,161.2211,0.357546,103.05938,219.477066,539.503906,128.917969,0.000001,97.120346,60.648621,338.324402,158.682907,?,?,1,?
969,'2017/02/11 13:57:54:228',14,0,84.617065,182.468491,159.367752,0.317879,104.626709,226.840591,542.875488,133.562424,0.000001,97.393471,62.986206,339.541595,156.40712,?,?,1,?
970,'2017/02/11 13:57:54:390',14,0.000001,85.640984,173.381241,159.21228,0.400594,104.30777,237.289413,544.333008,142.616608,0,96.967476,60.115875,342.38089,152.929489,?,?,1,?
971,'2017/02/11 13:57:54:529',14,0.000028,84.667358,170.721283,159.21138,1.317307,103.988983,237.618408,542.983276,146.740204,0.000001,95.923454,59.519196,342.927246,151.845734,?,?,1,?
972,'2017/02/11 13:57:54:697',14,0.002655,83.822205,168.545334,158.302475,5.005042,104.660645,241.479492,545.688049,155.341278,0.000001,95.603371,60.075684,343.959564,152.579971,?,?,1,?
973,'2017/02/11 13:57:54:843',14,0.479504,83.365616,168.253113,156.921661,31.095016,104.757149,246.825775,548.839417,159.612885,0.000001,95.540474,61.992798,348.354736,151.329193,?,?,1,?
974,'2017/02/11 13:57:54:988',14,15.52211,83.142616,171.931839,156.915176,81.080338,104.987984,245.21431,549.322571,161.459564,0,94.862915,63.112488,351.156189,148.205566,?,?,1,?
975,'2017/02/11 13:57:55:130',14,68.666664,83.423218,175.415283,157.475769,94.443886,104.450653,243.608002,553.127258,165.221985,0,96.164085,52.481506,359.372437,148.15863,?,?,1,?
976,'2017/02/11 13:57:55:294',14,87.353409,83.615616,180.186737,158.22261,99.571617,104.751213,238.763779,551.810303,168.610352,0,94.687401,53.306152,360.686707,151.869293,?,?,1,?
977,'2017/02/11 13:57:55:475',14,90.005714,83.441071,183.806427,158.062408,99.740723,105.803673,236.093292,554.277222,168.551376,0,94.677834,57.019348,359.459747,149.935181,?,?,1,?
978,'2017/02/11 13:57:55:609',14,96.362816,82.691948,187.410492,157.77774,99.637383,104.83419,232.628372,555.305725,169.819824,0.000001,95.077385,54.95224,359.786499,146.691849,?,?,1,?
979,'2017/02/11 13:57:55:757',14,94.419899,82.192642,190.128967,157.72847,92.113167,106.546837,227.992233,550.322754,171.304718,0.000003,94.988731,55.099518,355.720886,146.545486,?,?,1,?
980,'2017/02/11 13:57:55:912',14,94.848907,83.807922,191.402069,157.665192,21.74839,106.117424,223.01796,548.540771,170.882416,0.000008,94.648567,54.527802,353.124451,145.340546,?,?,1,?
981,'2017/02/11 13:57:56:055',14,90.620644,83.454124,193.803467,157.329407,2.828127,105.738632,217.240143,546.753479,172.115814,0.000005,93.947266,56.839722,348.937927,144.13768,?,?,1,?
982,'2017/02/11 13:57:56:192',14,75.793648,83.411186,195.901306,157.075729,0.13162,108.505417,214.881348,545.417725,169.591766,0.000003,94.155075,61.107727,345.163605,144.53508,?,?,1,?
983,'2017/02/11 13:57:56:343',14,39.417839,84.228539,195.191132,156.615112,0.10618,110.038574,214.384064,544.474121,168.993744,0.000002,93.354156,65.699463,339.252991,144.711731,?,?,1,?
984,'2017/02/11 13:57:56:505',14,6.190121,84.209641,193.562927,157.359695,0.04809,113.370926,214.308044,544.634766,171.435425,0.000002,93.729729,67.124481,336.314758,144.76329,?,?,1,?
985,'2017/02/11 13:57:56:647',14,1.906883,84.582138,190.905609,157.5466,0.014389,112.183182,217.9646,548.861694,172.583099,0.000002,92.494835,69.334747,336.436462,145.260406,?,?,1,?
986,'2017/02/11 13:57:56:792',14,2.209864,85.180893,186.170074,158.79213,0.005411,112.692993,222.917435,551.178101,173.63475,0.000001,91.638573,66.319611,338.398743,148.883743,?,?,1,?
987,'2017/02/11 13:57:56:924',14,5.282096,83.916489,181.229614,158.531906,0.002423,112.936363,229.828522,550.231445,173.486832,0.000001,91.232414,70.186462,338.161713,147.156464,?,?,1,?
988,'2017/02/11 13:57:57:057',14,32.593925,83.466919,177.988617,158.810242,0.000924,112.18441,234.467346,551.736145,175.299744,0.000002,92.216347,70.976471,337.839172,147.68956,?,?,1,?
989,'2017/02/11 13:57:57:201',14,84.796402,83.191689,176.011185,159.921295,0.003125,112.103134,237.158051,547.212891,174.531845,0.000002,91.548225,69.527405,339.372925,148.14267,?,?,1,?
990,'2017/02/11 13:57:57:344',14,95.571747,83.427879,174.656616,159.844284,0.00801,112.60041,235.653915,549.467163,177.575348,0.000004,93.081512,67.334259,338.358795,151.479385,?,?,1,?
991,'2017/02/11 13:57:57:491',14,99.003128,83.104042,174.315002,159.644043,0.013205,112.693115,235.39241,549.599304,177.39415,0.000003,91.963112,68.712036,339.468506,150.451736,?,?,1,?
992,'2017/02/11 13:57:57:671',14,99.834534,81.778793,175.377609,158.064316,0.043918,112.542763,236.002014,550.631592,177.54306,0.000003,92.053734,68.408447,339.896667,151.189804,?,?,1,?
993,'2017/02/11 13:57:57:800',14,99.878624,82.238243,177.373688,158.992188,0.019855,113.127037,234.844101,552.757568,175.808105,0.000004,92.44503,69.871429,340.260284,151.034454,?,?,1,?
994,'2017/02/11 13:57:57:927',14,99.947708,82.314049,178.5383,158.735794,0.02093,112.348953,235.64151,548.083496,175.550308,0.000005,92.076286,69.143646,341.239929,150.802475,?,?,1,?
995,'2017/02/11 13:57:58:081',14,99.950264,82.409592,180.434235,157.72522,0.024814,111.146301,233.16124,552.167969,176.65921,0.000002,93.400757,70.369141,340.319885,151.208038,?,?,1,?
996,'2017/02/11 13:57:58:229',14,99.798607,82.807465,182.272522,156.727905,0.035965,112.44117,232.39209,548.658752,173.822281,0.000001,93.329056,68.103333,341.486206,152.129166,?,?,1,?
997,'2017/02/11 13:57:58:372',14,99.438866,81.847046,184.123642,156.932785,0.036647,112.063087,231.769241,553.382446,177.32872,0.000001,92.431152,65.20285,344.646851,150.672928,?,?,1,?
998,'2017/02/11 13:57:58:512',14,92.443123,82.637344,186.329926,157.626907,0.043911,110.197624,235.882507,553.888794,175.000351,0.000001,92.582558,70.461975,346.07074,151.785385,?,?,1,?
999,'2017/02/11 13:57:58:649',14,63.655632,81.850502,187.655273,157.003082,0.081333,103.177444,235.964844,551.841675,175.762283,0.000001,91.934006,72.375214,346.06189,151.32341,?,?,1,?
1000,'2017/02/11 13:57:58:777',14,16.545895,82.292183,189.951996,156.908386,0.269286,96.838921,236.320724,552.146362,174.275452,0.000002,92.193726,74.329712,346.294434,151.867447,?,?,1,?
1001,'2017/02/11 13:58:02:024',14,99.999931,78.225334,235.962952,152.498184,0.000007,105.772202,205.199402,564.40802,182.269287,0.000142,89.663666,61.336426,369.244537,155.315079,?,?,1,?
1002,'2017/02/11 13:58:04:283',14,99.405128,79.849762,225.916214,144.255753,0.060165,104.719063,219.94574,569.242188,177.496002,0.000011,88.411049,66.994598,371.10965,155.953598,?,?,1,?
1003,'2017/02/11 13:58:04:425',14,97.376602,79.609268,217.73967,144.115463,0,87.660408,214.146698,557.244629,177.088409,0.000008,90.621269,51.435852,373.598633,156.037598,?,?,1,?
1004,'2017/02/11 13:58:04:581',14,91.034363,80.48761,216.00769,145.114044,0.004161,88.759171,225.84491,560.503296,178.29071,0.000009,89.468613,62.052734,373.184265,156.065826,?,?,1,?
1005,'2017/02/11 13:58:04:707',14,67.376778,80.932564,215.211197,144.933365,0.000852,98.236671,230.277496,568.552185,179.270203,0.000078,89.376717,64.38147,374.253143,155.103104,?,?,1,?
1006,'2017/02/11 13:58:04:843',14,56.859993,78.27021,214.187805,145.754272,0.006206,90.593307,216.571869,555.613831,178.701279,0.000081,89.830505,50.305603,372.609131,155.253937,?,?,1,?
1007,'2017/02/11 13:58:04:984',14,35.885822,80.312241,214.643402,144.91333,0.035906,87.469894,226.244965,558.374634,178.659058,0.00008,89.923775,62.7789,371.03418,156.364166,?,?,1,?
1008,'2017/02/11 13:58:05:132',14,30.158175,80.405029,213.197418,144.985214,0.045488,97.45401,228.740967,563.889282,176.882019,0.000053,89.996513,64.110016,371.423553,156.327606,?,?,1,?
1009,'2017/02/11 13:58:05:274',14,16.177126,80.715813,213.70047,145.190506,0.106785,92.96489,224.964355,560.806091,178.347,0.00002,90.391968,60.577332,371.314575,156.513275,?,?,1,?
1010,'2017/02/11 13:58:05:408',14,13.320999,80.139961,214.108307,146.008987,0.035278,91.920464,223.491516,557.831055,177.062485,0.000011,90.280342,59.675232,371.833069,155.891785,?,?,1,?
1011,'2017/02/11 13:58:05:545',14,8.523722,80.295837,214.233124,145.844559,0.008883,100.730186,227.592102,563.645813,177.360626,0.000007,90.488365,63.920502,370.921936,155.341644,?,?,1,?
1012,'2017/02/11 13:58:05:672',14,3.644613,80.682312,214.428802,145.756592,0.020068,95.221115,221.967926,559.595764,179.029633,0.000004,90.67099,56.012177,372.181549,156.122833,?,?,1,?
1013,'2017/02/11 13:58:05:804',14,2.08535,80.883003,214.941223,145.692657,0.043946,94.920616,226.015259,562.186401,181.206528,0.000004,90.687462,60.860046,372.499451,157.880707,?,?,1,?
1014,'2017/02/11 13:58:05:950',14,0.729684,80.582306,214.024216,146.283844,0.01654,101.221001,230.248932,564.74707,179.639771,0.000004,91.74691,63.846924,372.918854,158.149353,?,?,1,?
1015,'2017/02/11 13:58:06:090',14,0.314174,81.061142,214.12619,146.707718,0.023419,95.434151,226.465881,561.572327,178.771927,0.000005,91.152237,62.800629,371.069244,157.497864,?,?,1,?
1016,'2017/02/11 13:58:06:233',14,0.177043,80.509293,214.526535,146.638748,0.007931,89.461411,226.266418,558.337463,179.99678,0.00001,91.240562,65.883118,367.744385,157.626755,?,?,1,?
1017,'2017/02/11 13:58:06:364',14,0.078641,81.891479,214.548248,147.214706,0.005993,92.364395,231.044006,565.223816,181.512634,0.000017,90.733345,72.413177,366.299866,156.436508,?,?,1,?
1018,'2017/02/11 13:58:06:561',14,0.031324,81.296341,215.110382,147.688065,0.062456,87.540733,227.956635,561.345093,182.245712,0.000017,89.833229,73.392426,363.512939,156.704803,?,?,1,?
1019,'2017/02/11 13:58:06:708',14,0.01115,81.744774,215.339584,148.043701,0.137908,92.428078,236.686218,572.764832,183.001541,0.000022,89.882729,83.962097,362.26825,157.233215,?,?,1,?
1020,'2017/02/11 13:58:06:838',14,0.004102,82.629913,215.879471,147.985794,0.854471,87.359993,227.502411,565.429688,182.449234,0.00002,89.147621,75.164032,362.811859,157.271332,?,?,1,?
1021,'2017/02/11 13:58:06:991',14,0.001244,82.321617,215.48233,148.70842,1.088858,85.700256,231.550201,565.657166,182.535034,0.000005,89.42778,76.669464,363.822662,157.871933,?,?,1,?
1022,'2017/02/11 13:58:07:129',14,0.000662,82.688141,215.426025,149.476486,0.918003,83.822044,237.318542,569.787476,183.133804,0.000004,89.010368,78.859863,366.916779,158.266022,?,?,1,?
1023,'2017/02/11 13:58:07:265',14,0.000332,82.843254,215.22551,150.115906,1.009352,84.074059,237.726501,569.635132,183.44252,0.000004,91.050163,77.41571,367.909943,158.684021,?,?,1,?
1024,'2017/02/11 13:58:07:405',14,0.000219,82.904549,214.913757,150.462402,0.630585,84.309784,237.856964,570.057129,183.591843,0.000004,89.587387,80.267029,367.17749,157.879822,?,?,1,?
1025,'2017/02/11 13:58:07:507',14,0.000268,82.048683,215.120148,150.274994,0.617793,84.863045,235.425842,568.714661,183.181259,0.000005,89.203453,77.919006,367.827637,156.258545,?,?,1,?
1026,'2017/02/11 13:58:07:662',14,0.00034,82.448036,213.594025,150.295349,0.371167,85.827408,235.673828,567.610229,182.494019,0.00001,90.532326,73.646332,369.480347,156.303253,?,?,1,?
1027,'2017/02/11 13:58:07:809',14,0.000262,83.432487,213.257477,150.735367,0.309345,86.443085,233.093811,565.31189,181.423248,0.000012,89.791206,70.139862,369.780853,155.150909,?,?,1,?
1028,'2017/02/11 13:58:07:945',14,0.000151,84.028336,212.983459,150.641632,0.199965,85.556023,227.422119,561.195862,179.496292,0.000026,90.339943,63.837952,370.126404,155.633041,?,?,1,?
1029,'2017/02/11 13:58:08:079',14,0.000104,82.685822,212.694183,150.474854,0.113471,92.918198,228.56427,562.823792,178.22995,0.000054,90.129425,66.552765,368.986145,156.083206,?,?,1,?
1030,'2017/02/11 13:58:08:228',14,0.000033,82.771156,211.401642,151.353271,0.11914,91.215042,221.741699,553.762634,175.52713,0.000111,89.853241,62.66922,365.047668,155.118561,?,?,1,?
1031,'2017/02/11 13:58:08:378',14,0.00004,83.596283,207.623108,151.509064,0.030879,103.127312,227.122559,561.150024,172.89978,0.000068,88.840729,64.882202,364.051361,155.436813,?,?,1,?
1032,'2017/02/11 13:58:08:536',14,0.000058,83.725487,201.006363,151.672638,0.014156,105.178329,231.139008,557.355774,170.989838,0.000022,89.283279,67.759674,360.056854,156.568375,?,?,1,?
1033,'2017/02/11 13:58:08:678',14,0.000054,84.677048,195.875488,152.000595,0.003118,104.230637,231.264435,552.801514,171.145416,0.000006,90.190933,62.713623,359.016327,156.020935,?,?,1,?
1034,'2017/02/11 13:58:08:843',14,0.000094,84.124359,189.132843,152.755127,0.000323,103.993355,236.248322,551.192627,169.641312,0.000003,90.510025,65.788361,355.164063,155.486954,?,?,1,?
1035,'2017/02/11 13:58:08:974',14,0.000052,85.183563,180.288803,153.417603,0.000127,102.46125,237.873932,545.638184,164.38559,0.000003,89.463799,67.219727,348.188843,156.138489,?,?,1,?
1036,'2017/02/11 13:58:09:083',14,0.00002,85.738083,177.349762,154.271545,0.000063,99.676216,232.973404,542.09552,169.399185,0.000004,89.635689,64.170197,343.349548,157.182907,?,?,1,?
1037,'2017/02/11 13:58:09:233',14,0.000007,84.186485,177.714874,154.865417,0.000098,98.243324,232.76651,541.094299,168.519531,0.000004,89.206573,72.240784,336.328094,156.355042,?,?,1,?
1038,'2017/02/11 13:58:09:381',14,0.000003,85.311829,176.552582,155.089706,0.000225,98.189842,234.859436,540.513794,167.421799,0.000016,89.092667,73.713104,333.982056,156.664536,?,?,1,?
1039,'2017/02/11 13:58:09:519',14,0.000003,86.051987,172.530106,155.347046,0.000398,97.874382,238.489182,538.697266,167.527618,0.000089,88.68576,77.913483,329.61319,155.305893,?,?,1,?
1040,'2017/02/11 13:58:09:661',14,0.000004,86.85939,170.375732,155.531021,0.000794,97.142311,237.498779,536.228333,168.411743,0.001027,88.065628,75.695557,327.564117,156.722855,?,?,1,?
1041,'2017/02/11 13:58:09:799',14,0.000005,86.394814,167.318497,156.912735,0.000921,98.25946,234.516342,530.808472,168.838501,0.018199,87.486488,75.594238,322.8526,157.279816,?,?,1,?
1042,'2017/02/11 13:58:09:931',14,0.000008,86.653831,163.48909,157.392487,0.001003,96.645149,235.381973,529.1875,170.771454,0.115732,88.970192,75.198364,320.304504,157.283722,?,?,1,?
1043,'2017/02/11 13:58:10:067',14,0.00001,87.205902,161.596832,156.909515,0.001131,95.907944,233.802124,527.582947,169.165283,0.417222,87.984428,76.074463,317.73703,157.856598,?,?,1,?
1044,'2017/02/11 13:58:10:207',14,0.000007,87.957268,158.4729,156.4608,0.001173,96.780289,235.376526,526.831543,169.349854,1.951455,86.723618,78.069366,314.402039,157.722244,?,?,1,?
1045,'2017/02/11 13:58:10:343',14,0.000009,86.679092,153.562424,157.028946,0.002558,95.822975,239.116562,526.676758,167.610245,6.085235,88.128281,82.766327,308.599335,158.009155,?,?,1,?
1046,'2017/02/11 13:58:10:493',14,0.000015,86.728363,152.087692,157.43985,0.008173,95.402763,241.113937,527.422302,171.075577,33.832966,86.818741,88.49295,303.989502,158.726318,?,?,1,?
1047,'2017/02/11 13:58:10:628',14,0.000046,87.645988,151.787155,157.383911,0.023701,95.399704,238.677139,524.506226,170.957123,70.930473,87.037613,91.500793,298.381714,159.085815,?,?,1,?
1048,'2017/02/11 13:58:10:770',14,0.001255,88.763428,153.597366,156.642532,0.082462,96.228851,233.219208,525.763733,167.89801,79.533783,85.04541,96.886444,294.373871,159.108521,?,?,1,?
1049,'2017/02/11 13:58:10:983',14,0.019958,86.963921,135.427368,157.866364,0.167968,93.693207,240.849106,511.099243,169.469299,78.991798,84.243126,93.384399,286.274536,161.763245,?,?,1,?
1050,'2017/02/11 13:58:11:130',14,0.218724,86.860336,127.897156,157.551758,0.217658,94.164986,245.851913,509.49939,166.930847,48.431316,85.462746,90.374664,286.035034,159.315125,?,?,1,?
1051,'2017/02/11 13:58:11:282',14,0.884502,86.773842,119.84314,156.991669,0.207779,95.015083,250.366638,505.485596,165.043762,6.430456,85.515533,89.490479,283.317871,157.279236,?,?,1,?
1052,'2017/02/11 13:58:11:417',14,0.903686,86.753372,117.31115,157.957397,0.166721,94.63031,251.559723,505.029724,162.565536,3.189341,85.28923,90.585449,280.984833,157.806152,?,?,1,?
1053,'2017/02/11 13:58:11:546',14,0.656662,86.984734,114.403481,157.271576,0.123141,93.604012,251.613632,501.233765,162.910461,0.800226,86.030624,91.348389,278.670685,156.752502,?,?,1,?
1054,'2017/02/11 13:58:11:691',14,0.432001,87.353111,112.059067,155.960571,0.068369,94.373199,251.965057,497.859924,163.499512,0.256365,85.447205,89.473511,277.114563,156.684631,?,?,1,?
1055,'2017/02/11 13:58:11:833',14,0.246241,86.583145,111.571228,156.597061,0.040239,93.380402,249.917999,495.92688,161.895081,0.142957,84.851494,87.451385,277.042755,156.423553,?,?,1,?
1056,'2017/02/11 13:58:11:982',14,0.120009,87.234116,109.549744,156.152283,0.018456,93.06147,248.279755,492.41095,163.783905,0.109212,85.78299,85.045563,276.242706,157.806488,?,?,1,?
1057,'2017/02/11 13:58:12:133',14,0.058427,89.000412,105.340584,156.877975,0.003909,92.350395,246.763031,485.891724,161.166901,0.055097,85.679268,83.042267,272.560883,157.741714,?,?,1,?
1058,'2017/02/11 13:58:12:272',14,0.036758,87.461258,102.746666,155.91214,0.001176,91.806686,244.869339,481.870697,160.256073,0.024012,86.697411,81.64563,269.560333,156.807861,?,?,1,?
1059,'2017/02/11 13:58:12:398',14,0.021232,89.303223,98.44355,157.279205,0.000524,91.747742,246.263412,478.30249,159.799423,0.009234,86.710022,82.226929,264.467712,157.573334,?,?,1,?
1060,'2017/02/11 13:58:12:539',14,0.01627,89.105766,96.372345,159.84726,0.000386,90.877769,246.696838,474.693298,158.631592,0.00345,87.2472,84.788574,259.60614,158.478271,?,?,1,?
1061,'2017/02/11 13:58:12:679',14,0.006653,89.240089,92.460632,159.75293,0.00062,90.754738,246.888306,471.232941,157.515457,0.000659,87.243492,86.547333,254.467941,157.652725,?,?,1,?
1062,'2017/02/11 13:58:12:824',14,0.001902,87.788223,89.83783,158.999023,0.000768,90.787148,247.321213,469.527008,158.909149,0.000291,86.899536,87.40918,251.428589,156.893677,?,?,1,?
1063,'2017/02/11 13:58:13:003',14,0.000897,87.609009,87.97036,155.58345,0.001487,90.898911,249.685913,468.180573,159.431976,0.000107,87.101204,88.913544,249.988449,157.198502,?,?,1,?
1064,'2017/02/11 13:58:13:208',14,0.000206,88.898331,88.114014,156.721893,0.002645,90.666542,248.144943,467.571716,160.138611,0.000013,84.093933,90.177673,247.693268,158.69072,?,?,1,?
1065,'2017/02/11 13:58:13:314',14,0.000096,89.694466,86.477005,159.274048,0.002701,90.021599,247.861343,465.667114,160.808533,0.00001,86.196121,89.206085,246.370392,157.356171,?,?,1,?
1066,'2017/02/11 13:58:13:473',14,0.000062,88.302582,85.503822,159.088791,0.004216,91.039146,246.532471,464.569702,160.113174,0.000006,87.473877,90.175385,244.598038,158.302551,?,?,1,?
1067,'2017/02/11 13:58:13:505',14,0.000071,89.694344,85.2892,157.649445,0.004133,90.454239,247.314606,464.920135,160.998154,0.000008,87.763016,90.542664,244.127197,157.418427,?,?,1,?
1068,'2017/02/11 13:58:13:602',14,0.000064,90.513992,85.060066,156.938446,0.006561,90.201996,248.147171,464.605682,160.647797,0.000008,86.042015,91.134613,243.656296,157.819901,?,?,1,?
1069,'2017/02/11 13:58:13:734',14,0.000228,89.760338,85.026154,155.956238,0.008348,90.255051,245.877609,463.854736,160.554611,0.000023,86.935303,91.87973,241.908051,158.101883,?,?,1,?
1070,'2017/02/11 13:58:13:874',14,0.001226,90.386673,85.299652,157.706207,0.015308,89.325447,243.734314,462.070984,160.377457,0.000031,87.036072,94.143494,240.184662,157.539978,?,?,1,?
1071,'2017/02/11 13:58:14:026',14,0.019603,90.794373,86.23101,157.933533,0.030988,89.497849,237.619553,460.642761,159.926392,0.000049,87.278847,93.912506,237.88266,157.487259,?,?,1,?
1072,'2017/02/11 13:58:14:164',14,0.267297,92.295517,81.598465,158.995026,0.0434,89.083488,244.624207,460.074524,160.406021,0.00005,86.438156,95.839081,235.431076,158.474625,?,?,1,?
1073,'2017/02/11 13:58:14:328',14,1.458176,91.565605,79.485146,159.147491,0.096014,88.649574,247.083649,460.117981,160.021317,0.000074,87.042831,97.683807,233.069946,158.710785,?,?,1,?
1074,'2017/02/11 13:58:14:494',14,1.874309,95.337242,82.120735,160.491562,0.149714,88.479103,238.572754,457.753784,159.606247,0.000051,85.978142,98.303101,231.125153,159.178223,?,?,1,?
1075,'2017/02/11 13:58:14:630',14,1.088755,92.988754,76.82077,159.807297,0.224267,89.446663,246.678497,456.09082,160.623932,0.000042,85.932526,95.815826,231.449707,158.872284,?,?,1,?
1076,'2017/02/11 13:58:14:794',14,1.714476,90.982307,77.956894,159.375641,0.32041,88.333694,246.598312,456.294067,161.530975,0.000033,83.522385,95.483826,231.84552,160.715973,?,?,1,?
1077,'2017/02/11 13:58:14:936',14,0.881739,93.639198,79.542297,165.848602,0.393072,89.194069,241.79393,455.984741,160.332031,0.000026,85.064552,94.269165,232.836517,160.336517,?,?,1,?
1078,'2017/02/11 13:58:15:082',14,3.18488,89.989883,81.138153,167.695801,0.717071,89.190826,240.220367,455.799255,161.127945,0.000041,85.011459,96.931641,230.846497,160.286926,?,?,1,?
1079,'2017/02/11 13:58:15:299',14,8.034447,89.737793,80.341782,171.96109,1.548665,89.152504,239.846878,455.097473,161.055099,0.000049,85.945885,97.75415,229.478943,160.065063,?,?,1,?
1080,'2017/02/11 13:58:15:471',14,4.49782,91.144653,77.799667,179.526779,3.512062,89.476448,242.555511,455.539124,161.585602,0.0001,85.286324,97.27182,229.823212,159.420441,?,?,1,?
1081,'2017/02/11 13:58:15:593',14,0,91.559998,80.023308,183.353134,12.391091,88.251915,239.058823,454.462036,160.000092,0.000412,86.34864,93.380798,232.145462,158.941071,?,?,1,?
1082,'2017/02/11 13:58:15:732',14,0,93.377388,85.066521,199.038879,15.054952,88.109375,227.549713,455.027222,160.883896,0.001529,85.439659,94.252502,231.989136,159.613968,?,?,1,?
1083,'2017/02/11 13:58:15:864',14,0,89.26709,91.558868,201.420807,19.80098,87.836082,218.677887,455.17041,161.56427,0.001912,85.159668,95.011871,232.573456,160.229492,?,?,1,?
1084,'2017/02/11 13:58:15:994',14,0,86.813667,83.839149,199.328537,11.022263,88.578659,228.865356,454.220215,161.122528,0.002162,87.380272,90.448395,234.253708,161.036972,?,?,1,?
1085,'2017/02/11 13:58:17:496',14,0.000734,89.97419,73.520874,157.999023,0,83.375565,203.007233,409.97702,159.710678,0.000524,85.811707,50.50647,229.53421,161.693649,?,?,1,?
1086,'2017/02/11 13:58:17:596',14,0.000101,94.858727,79.474632,161.227386,0.007122,84.301147,191.606644,412.052429,160.756821,0.001599,86.083466,53.608154,227.730743,163.243286,?,?,1,?
1087,'2017/02/11 13:58:17:802',14,0.000201,90.521545,78.149078,165.226547,0,83.158173,199.809464,414.771423,160.882996,0.003315,84.706337,54.846283,228.632721,163.17392,?,?,1,?
1088,'2017/02/11 13:58:17:958',14,0.000131,91.413254,76.223473,176.363541,0.069466,84.67794,201.674255,415.494629,160.51889,0.001936,85.812325,57.071106,228.340591,164.293121,?,?,1,?
1089,'2017/02/11 13:58:18:111',14,0,90.319977,82.245483,186.421768,0.11086,84.287582,190.369583,416.11731,162.266449,0.010123,86.449448,56.813934,227.656174,164.13147,?,?,1,?
1090,'2017/02/11 13:58:18:250',14,0,89.504738,84.299507,194.709869,0.210361,83.830513,186.683411,415.762695,161.200775,0.126381,87.356247,55.317413,228.215363,162.812775,?,?,1,?
